,id,district,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area
2084,19658,Moscardó,52.0,2,1,151900,2921
2085,19657,San Fermín,70.0,2,1,105000,1500
2086,19656,Almendrales,45.0,2,1,115000,2556
2087,19655,Almendrales,30.0,1,1,85000,2833
2088,19654,Usera,45.0,2,1,104900,2331
2089,19653,Pradolongo,105.0,3,1,240000,2286
2090,19652,Usera,69.0,3,1,197000,2855
2091,19651,Zofío,59.0,2,1,112000,1898
2092,19650,Almendrales,98.0,3,1,142000,1449
2093,19649,Usera,70.0,3,1,115000,1643
2094,19648,Pradolongo,57.0,3,1,127000,2228
2095,19647,Almendrales,65.0,2,1,165000,2538
2096,19646,Usera,98.0,2,1,135000,1378
2097,19645,Usera,108.0,3,2,145000,1343
2098,19644,Usera,90.0,3,1,125000,1389
2099,19643,Almendrales,95.0,2,1,385000,4053
2100,19642,Zofío,85.0,4,1,184950,2176
2101,19641,Pradolongo,53.0,3,1,110000,2075
2102,19640,Orcasitas,80.0,3,2,200000,2500
2103,19639,San Fermín,137.0,3,2,245000,1788
2104,19638,Almendrales,56.0,2,1,145000,2589
2105,19637,Zofío,60.0,3,1,119000,1983
2106,19636,San Fermín,146.0,3,2,250000,1712
2107,19635,Pradolongo,115.0,4,2,215000,1870
2108,19634,Pradolongo,131.0,3,2,246000,1878
2109,19633,San Fermín,85.0,3,1,145000,1706
2110,19632,Moscardó,123.0,4,2,315000,2561
2111,19631,Moscardó,87.0,3,1,300000,3448
2112,19630,Pradolongo,140.0,5,2,307000,2193
2113,19629,Moscardó,71.0,2,1,200000,2817
2114,19628,Almendrales,102.0,3,2,355000,3480
2115,19627,Almendrales,55.0,2,1,114500,2082
2116,19626,Almendrales,100.0,4,2,190000,1900
2117,19625,Pradolongo,118.0,3,2,366400,3105
2118,19624,Usera,110.0,3,2,255000,2318
2119,19623,Almendrales,41.0,3,1,105000,2561
2120,19622,Almendrales,84.0,2,2,290000,3452
2121,19621,Almendrales,68.0,2,1,199000,2926
2122,19620,Almendrales,70.0,2,1,121500,1736
2123,19619,San Fermín,90.0,2,1,169000,1878
2124,19618,Moscardó,77.0,3,1,129900,1687
2125,19617,Usera,100.0,3,2,149900,1499
2126,19616,Pradolongo,50.0,2,1,95000,1900
2127,19615,Orcasitas,85.0,2,2,188999,2224
2128,19614,Usera,109.0,3,2,159000,1459
2130,19612,Zofío,87.0,3,1,155000,1782
2131,19611,Pradolongo,120.0,4,2,170000,1417
2132,19610,Orcasitas,62.0,2,1,250000,4032
2133,19609,Almendrales,120.0,4,2,190000,1583
2134,19608,Moscardó,60.0,1,1,180000,3000
2135,19607,San Fermín,67.0,1,1,220000,3284
2136,19606,Moscardó,70.0,2,1,199000,2843
2137,19605,Orcasitas,87.0,2,2,208000,2391
2138,19604,Usera,40.0,1,1,119900,2998
2139,19603,Pradolongo,61.0,2,1,128000,2098
2140,19602,Moscardó,60.0,3,1,172000,2867
2141,19601,Moscardó,62.0,3,1,155000,2500
2142,19600,Moscardó,66.0,3,1,168000,2545
2143,19599,Usera,62.0,3,1,125000,2016
2144,19598,Usera,49.0,2,1,105000,2143
2145,19597,Moscardó,70.0,1,1,117500,1679
2146,19596,Moscardó,71.0,1,1,145000,2042
2147,19595,Moscardó,66.0,1,1,112000,1697
2148,19594,Moscardó,60.0,1,2,180000,3000
2149,19593,Moscardó,59.0,3,1,132000,2237
2150,19592,12 de Octubre-Orcasur,80.0,3,1,160000,2000
2151,19591,Pradolongo,75.0,3,2,170000,2267
2152,19590,Orcasitas,70.0,2,2,189000,2700
2153,19589,Pradolongo,57.0,2,1,110000,1930
2154,19588,Moscardó,80.0,2,1,440000,5500
2155,19587,Usera,127.0,4,2,159000,1252
2156,19586,12 de Octubre-Orcasur,110.0,2,2,275000,2500
2157,19585,Moscardó,42.0,2,1,140000,3333
2158,19584,Usera,68.0,3,1,150000,2206
2159,19583,Almendrales,100.0,3,2,190000,1900
2160,19582,Pradolongo,87.0,2,1,199000,2287
2161,19581,Moscardó,73.0,2,1,169900,2327
2162,19580,Moscardó,78.0,3,1,164000,2103
2163,19579,San Fermín,100.0,3,2,360000,3600
2164,19578,Almendrales,62.0,3,1,130200,2100
2165,19577,Orcasitas,85.0,2,1,110000,1294
2166,19576,San Fermín,92.0,2,2,245000,2663
2167,19575,Pradolongo,65.0,2,1,145000,2231
2168,19574,Pradolongo,35.0,2,1,130000,3714
2169,19573,Almendrales,60.0,3,1,180000,3000
2170,19572,Pradolongo,105.0,2,2,300000,2857
2171,19571,Almendrales,47.0,2,1,115000,2447
2172,19570,Moscardó,80.0,3,1,143000,1788
2173,19569,Zofío,75.0,3,1,127000,1693
2174,19568,Moscardó,62.0,1,1,157000,2532
2175,19567,San Fermín,120.0,3,2,260000,2167
2176,19566,Almendrales,62.0,2,1,150000,2419
2177,19565,Orcasitas,78.0,2,1,269000,3449
2178,19564,Almendrales,60.0,2,1,110000,1833
2179,19563,12 de Octubre-Orcasur,95.0,3,1,230000,2421
2180,19562,San Fermín,86.0,2,2,225000,2616
2181,19561,San Fermín,105.0,3,2,280000,2667
2182,19560,Zofío,64.0,2,1,210000,3281
2183,19559,Usera,118.0,3,2,565500,4792
2184,19558,Usera,60.0,3,1,149999,2500
2185,19557,Usera,94.0,3,1,180000,1915
2186,19556,12 de Octubre-Orcasur,99.0,3,2,200000,2020
2187,19555,Moscardó,85.0,3,2,139900,1646
2188,19554,Orcasitas,140.0,3,2,180000,1286
2189,19553,Usera,70.0,3,1,165000,2357
2190,19552,Pradolongo,125.0,3,2,165000,1320
2191,19551,Almendrales,130.0,2,2,278000,2138
2192,19550,Zofío,68.0,3,1,146000,2147
2193,19549,Almendrales,70.0,2,1,160000,2286
2194,19548,San Fermín,120.0,3,2,270000,2250
2195,19547,Usera,141.0,3,2,250000,1773
2196,19546,Almendrales,55.0,2,1,90000,1636
2197,19545,Moscardó,69.0,3,1,146000,2116
2198,19544,Orcasitas,47.0,2,1,124000,2638
2199,19543,Almendrales,79.0,3,1,170000,2152
2200,19542,Moscardó,85.0,3,1,179800,2115
2201,19541,Orcasitas,90.0,3,2,220000,2444
2202,19540,Pradolongo,113.0,3,2,170000,1504
2203,19539,Usera,112.0,3,2,175000,1562
2204,19538,Orcasitas,115.0,3,2,150000,1304
2205,19537,Zofío,80.0,3,1,132000,1650
2206,19536,Orcasitas,115.0,3,2,175000,1522
2207,19535,Pradolongo,43.0,2,1,130000,3023
2208,19534,Usera,118.0,3,2,555900,4711
2209,19533,Usera,118.0,4,2,578700,4904
2210,19532,Almendrales,80.0,3,1,119470,1493
2211,19531,Usera,129.0,3,2,139000,1078
2212,19530,Usera,84.0,4,2,139000,1655
2213,19529,Orcasitas,110.0,3,2,165000,1500
2214,19528,San Fermín,80.0,3,1,129000,1612
2215,19527,San Fermín,80.0,3,1,129000,1612
2216,19526,Orcasitas,122.0,4,2,320000,2623
2217,19525,Pradolongo,46.0,1,1,99999,2174
2218,19524,San Fermín,95.0,3,1,190000,2000
2219,19523,12 de Octubre-Orcasur,120.0,3,2,148000,1233
2220,19522,Moscardó,120.0,3,2,355000,2958
2221,19521,Moscardó,75.0,3,1,170000,2267
2222,19520,Moscardó,70.0,2,1,114000,1629
2223,19519,Almendrales,80.0,3,1,175000,2188
2224,19518,San Fermín,120.0,3,1,270000,2250
2226,19516,Zofío,72.0,2,1,141000,1958
2227,19515,Zofío,160.0,4,3,270000,1688
2228,19514,San Fermín,90.0,3,1,147990,1644
2230,19512,Usera,98.0,3,2,275000,2806
2231,19511,Usera,111.0,3,2,208000,1874
2232,19510,Moscardó,46.0,1,1,140500,3054
2233,19509,Almendrales,70.0,2,1,150000,2143
2234,19508,Almendrales,49.0,2,1,125000,2551
2235,19507,Zofío,63.0,3,1,125000,1984
2236,19506,Orcasitas,100.0,2,2,270000,2700
2237,19505,Orcasitas,87.0,2,2,225000,2586
2238,19504,Usera,118.0,3,2,165000,1398
2239,19503,Pradolongo,100.0,3,2,185000,1850
2240,19502,Almendrales,98.0,3,1,142000,1449
2241,19501,Usera,116.0,3,2,160000,1379
2242,19500,Orcasitas,120.0,3,2,260000,2167
2243,19499,Moscardó,70.0,4,1,154000,2200
2244,19498,San Fermín,100.0,3,2,275000,2750
2245,19497,Usera,90.0,1,1,270000,3000
2246,19496,Usera,130.0,4,2,186000,1431
2247,19495,San Fermín,110.0,3,2,270000,2455
2248,19494,Usera,100.0,3,2,220000,2200
2249,19493,Moscardó,88.0,4,1,225000,2557
2250,19492,Moscardó,94.0,2,2,225000,2394
2251,19491,Almendrales,186.0,4,3,755000,4059
2252,19490,Usera,65.0,3,1,116000,1785
2253,19489,Usera,67.0,3,1,200000,2985
2254,19488,Almendrales,102.0,2,1,93000,912
2255,19487,Moscardó,77.0,3,1,138000,1792
2256,19486,Moscardó,70.0,2,1,114000,1629
2257,19485,Pradolongo,65.0,3,1,147000,2262
2258,19484,12 de Octubre-Orcasur,65.0,3,1,113000,1738
2259,19483,Almendrales,68.0,2,1,125000,1838
2260,19482,Zofío,85.0,3,1,127000,1494
2261,19481,Zofío,64.0,3,1,122000,1906
2262,19480,San Fermín,74.0,3,1,139900,1891
2263,19479,12 de Octubre-Orcasur,100.0,3,2,182000,1820
2264,19478,Orcasitas,118.0,3,2,165000,1398
2265,19477,Zofío,67.0,3,1,125000,1866
2266,19476,Moscardó,70.0,2,1,114000,1629
2267,19475,Pradolongo,180.0,4,3,300000,1667
2268,19474,Moscardó,90.0,3,2,280000,3111
2269,19473,Usera,220.0,3,2,440000,2000
2270,19472,Usera,110.0,3,2,255000,2318
2271,19471,Usera,82.0,3,1,138000,1683
2272,19470,Usera,114.0,3,2,189000,1658
2273,19469,Almendrales,170.0,4,2,589999,3471
2274,19468,Usera,105.0,3,2,144000,1371
2275,19467,Usera,110.0,3,2,139000,1264
2276,19466,Usera,74.0,3,1,125000,1689
2277,19465,Usera,109.0,3,2,155000,1422
2278,19464,Usera,95.0,3,2,228000,2400
2279,19463,Pradolongo,90.0,2,1,165000,1833
2280,19462,Moscardó,77.0,3,1,155000,2013
2281,19461,San Fermín,78.0,3,1,135000,1731
2282,19460,Pradolongo,114.0,4,2,215000,1886
2284,19458,Usera,124.0,3,2,159000,1282
2285,19457,San Fermín,90.0,2,2,250000,2778
2286,19456,Almendrales,118.0,3,2,519000,4398
2287,19455,San Fermín,59.0,2,1,119000,2017
2288,19454,Orcasitas,109.0,3,2,113000,1037
2289,19453,Moscardó,196.0,3,2,320000,1633
2290,19452,Almendrales,85.0,3,1,128000,1506
2291,19451,San Fermín,90.0,2,2,225000,2500
2292,19450,Moscardó,111.0,3,2,235000,2117
2293,19449,San Fermín,85.0,2,1,106700,1255
2294,19448,San Fermín,149.0,3,2,279000,1872
2295,19447,Moscardó,52.0,2,1,107000,2058
2296,19446,Pradolongo,61.0,1,1,171900,2818
2297,19445,San Fermín,88.0,2,2,250000,2841
2298,19444,Usera,109.0,3,2,215000,1972
2299,19443,Pradolongo,94.0,3,2,249600,2655
2300,19442,San Fermín,75.0,1,1,276000,3680
2301,19441,San Fermín,70.0,2,1,250000,3571
2302,19440,Moscardó,96.0,3,2,215000,2240
2303,19439,Zofío,82.0,3,1,165000,2012
2304,19438,San Fermín,105.0,2,2,216000,2057
2305,19437,Orcasitas,140.0,3,2,263000,1879
2306,19436,San Fermín,126.0,3,2,260000,2063
2307,19435,Zofío,80.0,3,1,195000,2438
2308,19434,Zofío,80.0,3,1,195000,2438
2309,19433,Zofío,98.0,3,2,170000,1735
2310,19432,Almendrales,72.0,2,1,130000,1806
2311,19431,Almendrales,98.0,3,1,142000,1449
2312,19430,Moscardó,50.0,2,1,130000,2600
2313,19429,Almendrales,74.0,3,1,125000,1689
2315,19427,Orcasitas,116.0,3,2,160000,1379
2317,19425,Zofío,99.0,4,1,150000,1515
2318,19424,Pradolongo,65.0,2,1,106000,1631
2319,19423,Moscardó,144.0,3,2,350000,2431
2320,19422,San Fermín,90.0,3,1,170000,1889
2321,19421,12 de Octubre-Orcasur,110.0,4,2,135000,1227
2322,19420,Orcasitas,135.0,3,2,260000,1926
2323,19419,Almendrales,74.0,3,1,113400,1532
2324,19418,Almendrales,67.0,3,1,138900,2073
2325,19417,Almendrales,95.0,3,1,129900,1367
2326,19416,Zofío,78.0,3,1,130000,1667
2328,19414,Almendrales,63.0,3,1,139000,2206
2329,19413,Usera,81.0,4,1,182260,2250
2330,19412,Usera,70.0,2,1,270750,3868
2331,19411,Almendrales,98.0,3,1,142000,1449
2332,19410,Orcasitas,135.0,3,2,149000,1104
2333,19409,Moscardó,125.0,4,2,295000,2360
2334,19408,Almendrales,60.0,2,1,120000,2000
2335,19407,San Fermín,110.0,3,2,179000,1627
2336,19406,Usera,59.0,2,1,129570,2196
2337,19405,Moscardó,73.0,3,1,130000,1781
2338,19404,12 de Octubre-Orcasur,90.0,3,2,390000,4333
2339,19403,Almendrales,80.0,1,1,129189,1615
2340,19402,Usera,98.0,3,1,142000,1449
2341,19401,Moscardó,73.0,3,1,130000,1781
2342,19400,12 de Octubre-Orcasur,132.0,4,2,135000,1023
2343,19399,Almendrales,55.0,3,1,130000,2364
2344,19398,San Fermín,68.0,3,1,115000,1691
2345,19397,Orcasitas,154.0,4,2,225000,1461
2346,19396,Moscardó,87.0,3,1,189890,2183
2347,19395,Pradolongo,40.0,1,1,160000,4000
2348,19394,Pradolongo,60.0,3,1,145000,2417
2349,19393,Zofío,90.0,4,1,163000,1811
2350,19392,Moscardó,72.0,3,1,130000,1806
2351,19391,Pradolongo,65.0,2,1,121500,1869
2352,19390,Orcasitas,47.0,1,1,93000,1979
2353,19389,Pradolongo,65.0,2,1,117000,1800
2354,19388,12 de Octubre-Orcasur,110.0,3,2,167000,1518
2355,19387,Orcasitas,118.0,4,2,165000,1398
2356,19386,Almendrales,75.0,3,1,113400,1512
2357,19385,Almendrales,96.0,4,1,220000,2292
2358,19384,Almendrales,74.0,3,1,125000,1689
2359,19383,Zofío,67.0,3,1,129400,1931
2360,19382,Almendrales,87.0,3,1,152000,1747
2361,19381,Orcasitas,110.0,3,1,165000,1500
2362,19380,Almendrales,37.0,1,1,105000,2838
2363,19379,Moscardó,55.0,2,1,129000,2345
2364,19378,Almendrales,81.0,3,1,160000,1975
2365,19377,Almendrales,91.0,3,1,142000,1560
2366,19376,San Fermín,120.0,3,2,275000,2292
2367,19375,Almendrales,59.0,3,1,198000,3356
2368,19374,Pradolongo,132.0,4,2,330000,2500
2369,19373,12 de Octubre-Orcasur,98.0,3,1,135000,1378
2370,19372,Moscardó,53.0,2,1,109900,2074
2371,19371,Pradolongo,110.0,3,2,162000,1473
2372,19370,Moscardó,98.0,3,1,232000,2367
2373,19369,San Fermín,68.0,3,1,129900,1910
2374,19368,Almendrales,56.0,2,1,100000,1786
2375,19367,Moscardó,95.0,2,2,310000,3263
2376,19366,Usera,78.0,2,1,169890,2178
2377,19365,12 de Octubre-Orcasur,102.0,3,2,360000,3529
2378,19364,San Fermín,152.0,2,2,260000,1711
2379,19363,Almendrales,72.0,3,1,128000,1778
2380,19362,Almendrales,84.0,3,1,159900,1904
2381,19361,San Fermín,76.0,3,1,185000,2434
2382,19360,Almendrales,44.0,1,1,149000,3386
2383,19359,San Fermín,180.0,3,2,266000,1478
2384,19358,Zofío,127.0,3,2,249000,1961
2385,19357,Pradolongo,124.0,3,2,170000,1371
2386,19356,Zofío,103.0,3,1,250000,2427
2387,19355,Zofío,110.0,4,2,159000,1445
2388,19354,12 de Octubre-Orcasur,115.0,4,2,180000,1565
2389,19353,Almendrales,111.0,3,2,208000,1874
2390,19352,Almendrales,111.0,3,2,208000,1874
2391,19351,Pradolongo,75.0,2,1,179900,2399
2392,19350,Pradolongo,81.0,3,1,185000,2284
2393,19349,Almendrales,226.0,5,3,939000,4155
2394,19348,Almendrales,167.0,4,3,719000,4305
2395,19347,Usera,128.0,5,1,131000,1023
2396,19346,Pradolongo,59.0,2,1,129570,2196
2397,19345,Almendrales,35.0,1,1,75000,2143
2398,19344,Orcasitas,112.0,3,2,135000,1205
2399,19343,Usera,66.0,3,1,110000,1667
2400,19342,Almendrales,73.0,3,1,162000,2219
2401,19341,Moscardó,93.0,3,1,135000,1452
2402,19340,Moscardó,73.0,3,1,130000,1781
2403,19339,Moscardó,120.0,2,2,185000,1542
2404,19338,Moscardó,67.0,3,1,199000,2970
2405,19337,Pradolongo,59.0,2,1,128000,2169
2406,19336,12 de Octubre-Orcasur,109.0,3,2,180000,1651
2407,19335,San Fermín,78.0,2,1,140000,1795
2408,19334,Pradolongo,65.0,3,1,121500,1869
2409,19333,Usera,80.0,3,1,134611,1683
2410,19332,Usera,60.0,2,1,112000,1867
2411,19331,Pradolongo,60.0,3,1,147000,2450
2412,19330,Moscardó,85.0,3,1,152000,1788
2413,19329,Almendrales,68.0,2,1,288000,4235
2414,19328,Moscardó,87.0,3,1,239000,2747
2415,19327,Usera,110.0,3,2,240000,2182
2416,19326,Usera,104.0,3,2,150000,1442
2417,19325,Moscardó,90.0,1,1,134000,1489
2418,19324,Almendrales,154.0,3,2,685000,4448
2419,19323,Almendrales,219.0,4,4,923000,4215
2420,19322,Almendrales,219.0,4,4,876000,4000
2421,19321,Moscardó,114.0,3,2,324900,2850
2422,19320,Moscardó,78.0,3,2,212000,2718
2423,19319,Usera,85.0,2,1,229900,2705
2424,19318,Almendrales,73.0,3,1,165000,2260
2425,19317,Orcasitas,81.0,3,2,189000,2333
2426,19316,Moscardó,71.0,3,1,147000,2070
2427,19315,Zofío,67.0,3,1,142000,2119
2428,19314,Usera,161.0,4,3,280000,1739
2429,19313,Moscardó,96.0,3,2,220000,2292
2430,19312,Usera,51.0,2,1,36000,706
2431,19311,Almendrales,42.0,2,1,105000,2500
2432,19310,Almendrales,66.0,3,1,155000,2348
2433,19309,Usera,67.0,3,1,134000,2000
2434,19308,Usera,97.0,3,2,120000,1237
2435,19307,Usera,114.0,4,2,150000,1316
2436,19306,Usera,108.0,3,2,149000,1380
2437,19305,Usera,79.0,3,1,150000,1899
2438,19304,Usera,55.0,2,1,128000,2327
2439,19303,Usera,132.0,3,2,235000,1780
2440,19302,Usera,95.0,3,2,145000,1526
2441,19301,Usera,55.0,1,1,124000,2255
2442,19300,12 de Octubre-Orcasur,95.0,2,2,255000,2684
2443,19299,12 de Octubre-Orcasur,96.0,3,2,199000,2073
2444,19298,Usera,81.0,3,1,135711,1675
2445,19297,Pradolongo,119.0,3,2,180000,1513
2446,19296,Moscardó,107.0,3,1,229500,2145
2447,19295,Usera,82.0,2,2,155000,1890
2448,19294,Almendrales,106.0,3,2,276000,2604
2449,19293,Usera,64.0,2,1,130000,2031
2450,19292,Usera,93.0,3,2,157000,1688
2451,19291,Usera,78.0,2,1,121000,1551
2452,19290,Moscardó,78.0,3,1,229500,2942
2453,19289,Zofío,71.0,3,1,129000,1817
2454,19288,Moscardó,75.0,3,1,169000,2253
2455,19287,Almendrales,60.0,3,1,137500,2292
2456,19286,Zofío,119.0,3,2,245000,2059
2457,19285,Pradolongo,94.0,3,2,225000,2394
2458,19284,Usera,61.0,3,1,126000,2066
2459,19283,Pradolongo,117.0,3,2,186000,1590
2460,19282,Almendrales,100.0,3,1,139000,1390
2461,19281,Zofío,59.0,2,1,138000,2339
2462,19280,Moscardó,46.0,2,1,140000,3043
2463,19279,Almendrales,68.0,2,1,145000,2132
2464,19278,Usera,133.0,3,2,265000,1992
2465,19277,12 de Octubre-Orcasur,126.0,3,2,230000,1825
2466,19276,Usera,136.0,2,2,269900,1985
2467,19275,Pradolongo,123.0,3,2,154000,1252
2468,19274,San Fermín,78.0,2,1,125000,1603
2469,19273,Moscardó,92.0,3,2,300000,3261
2470,19272,Orcasitas,144.0,2,2,300000,2083
2471,19271,San Fermín,80.0,3,1,130000,1625
2472,19270,Zofío,55.0,2,1,99000,1800
2473,19269,Almendrales,31.0,1,1,72000,2323
2474,19268,Usera,65.0,3,1,157000,2415
2475,19267,Moscardó,75.0,2,1,189990,2533
2476,19266,Almendrales,62.0,2,1,136000,2194
2477,19265,San Fermín,85.0,3,1,130000,1529
2478,19264,Moscardó,75.0,2,1,189000,2520
2479,19263,Moscardó,84.0,3,1,129000,1536
2480,19262,Pradolongo,65.0,2,1,132000,2031
2481,19261,Usera,95.0,2,1,229000,2411
2482,19260,Pradolongo,52.0,2,1,143000,2750
2483,19259,Almendrales,70.0,3,1,107260,1532
2484,19258,Moscardó,64.0,3,1,157000,2453
2485,19257,12 de Octubre-Orcasur,109.0,3,2,147000,1349
2486,19256,Pradolongo,116.0,3,2,149000,1284
2487,19255,Pradolongo,70.0,3,1,128000,1829
2488,19254,Pradolongo,66.0,2,1,132000,2000
2489,19253,Pradolongo,56.0,2,1,152000,2714
2490,19252,Almendrales,126.0,3,2,393000,3119
2491,19251,Pradolongo,77.0,3,1,160890,2089
2492,19250,San Fermín,180.0,3,2,260000,1444
2493,19249,Valdeacederas,42.0,1,1,193000,4595
2494,19248,Tetuán,164.0,3,3,1200000,7317
2495,19247,Tetuán,229.0,5,3,950000,4148
2496,19246,Tetuán,81.0,2,2,320000,3951
2497,19245,Tetuán,141.0,3,1,525000,3723
2498,19244,Tetuán,46.0,2,1,200000,4348
2499,19243,Tetuán,257.0,3,3,1475000,5739
2500,19242,Tetuán,126.0,4,3,625000,4960
2501,19241,Tetuán,98.0,3,2,370000,3776
2502,19240,Tetuán,60.0,2,1,485000,8083
2503,19239,Tetuán,269.0,4,3,1060000,3941
2504,19238,Tetuán,115.0,3,2,685000,5957
2505,19237,Tetuán,141.0,4,3,540000,3830
2506,19236,Tetuán,94.0,3,1,335000,3564
2507,19235,Tetuán,128.0,3,2,560000,4375
2508,19234,Tetuán,281.0,5,3,850000,3025
2509,19233,Tetuán,173.0,4,3,560000,3237
2511,19231,Tetuán,256.0,4,3,1300000,5078
2512,19230,Tetuán,301.0,4,3,1079000,3585
2513,19229,Valdeacederas,67.0,2,1,235000,3507
2514,19228,Berruguete,70.0,3,1,235000,3357
2515,19227,Cuatro Caminos,56.0,3,1,250000,4464
2516,19226,Cuatro Caminos,257.0,3,4,1475000,5739
2517,19225,Tetuán,295.0,4,4,1400000,4746
2518,19224,Cuatro Caminos,94.0,2,2,425000,4521
2519,19223,Cuatro Caminos,90.0,2,1,395000,4389
2520,19222,Cuatro Caminos,130.0,4,3,575000,4423
2521,19221,Tetuán,215.0,5,2,850000,3953
2522,19220,Tetuán,81.0,1,2,259000,3198
2523,19219,Cuzco-Castillejos,61.0,1,1,379900,6228
2524,19218,Bellas Vistas,80.0,2,1,239900,2999
2526,19216,Tetuán,185.0,2,1,1300000,7027
2527,19215,Valdeacederas,80.0,2,2,189000,2362
2528,19214,Ventilla-Almenara,79.0,3,1,333000,4215
2529,19213,Tetuán,224.0,5,3,799000,3567
2530,19212,Tetuán,245.0,5,2,840000,3429
2531,19211,Tetuán,257.0,3,4,1475000,5739
2532,19210,Cuzco-Castillejos,79.0,1,1,500000,6329
2533,19209,Valdeacederas,86.0,2,2,299000,3477
2534,19208,Cuzco-Castillejos,301.0,5,3,1079000,3585
2535,19207,Valdeacederas,61.0,2,1,169000,2770
2536,19206,Tetuán,55.0,2,1,215000,3909
2537,19205,Cuzco-Castillejos,195.0,3,2,1340000,6872
2538,19204,Cuatro Caminos,119.0,4,2,530000,4454
2539,19203,Cuzco-Castillejos,182.0,4,2,598000,3286
2540,19202,Berruguete,69.0,1,1,210000,3043
2541,19201,Cuzco-Castillejos,130.0,4,2,650000,5000
2542,19200,Tetuán,55.0,2,1,139900,2544
2543,19199,Valdeacederas,37.0,1,1,175000,4730
2544,19198,Ventilla-Almenara,157.0,5,2,520000,3312
2545,19197,Tetuán,108.0,2,2,550000,5093
2546,19196,Tetuán,230.0,3,3,1150000,5000
2547,19195,Cuatro Caminos,261.0,4,3,845000,3238
2548,19194,Tetuán,120.0,4,3,575000,4792
2549,19193,Tetuán,45.0,1,1,330000,7333
2550,19192,Tetuán,301.0,6,4,1290000,4286
2551,19191,Tetuán,155.0,2,2,570000,3677
2552,19190,Tetuán,74.0,3,1,205000,2770
2553,19189,Bellas Vistas,36.0,2,1,182000,5056
2554,19188,Berruguete,46.0,1,1,99000,2152
2555,19187,Cuatro Caminos,118.0,4,3,530000,4492
2556,19186,Berruguete,69.0,2,1,187000,2710
2557,19185,Cuzco-Castillejos,70.0,1,1,250000,3571
2558,19184,Cuatro Caminos,118.0,4,2,540000,4576
2559,19183,Berruguete,51.0,1,2,220000,4314
2560,19182,Cuatro Caminos,203.0,4,4,1575000,7759
2561,19181,Cuzco-Castillejos,115.0,3,2,610000,5304
2562,19180,Ventilla-Almenara,40.0,1,1,145000,3625
2563,19179,Cuatro Caminos,219.0,6,3,855000,3904
2564,19178,Bellas Vistas,51.0,1,1,199995,3921
2565,19177,Bellas Vistas,53.0,1,1,159900,3017
2566,19176,Bellas Vistas,59.0,1,1,194900,3303
2567,19175,Cuatro Caminos,175.0,4,3,700000,4000
2568,19174,Ventilla-Almenara,41.0,2,1,131000,3195
2569,19173,Cuzco-Castillejos,61.0,2,1,220000,3607
2570,19172,Berruguete,55.0,2,1,187000,3400
2571,19171,Tetuán,193.0,3,3,580000,3005
2572,19170,Bellas Vistas,100.0,3,2,370000,3700
2573,19169,Cuzco-Castillejos,74.0,2,1,300000,4054
2574,19168,Bellas Vistas,38.0,2,1,140000,3684
2575,19167,Bellas Vistas,46.0,2,1,135000,2935
2576,19166,Cuzco-Castillejos,80.0,2,2,265000,3312
2577,19165,Berruguete,75.0,3,2,300000,4000
2578,19164,Berruguete,173.0,3,2,485000,2803
2579,19163,Ventilla-Almenara,73.0,2,1,240000,3288
2580,19162,Cuatro Caminos,85.0,3,2,325000,3824
2581,19161,Tetuán,119.0,3,2,400000,3361
2582,19160,Tetuán,247.0,4,3,950000,3846
2583,19159,Tetuán,200.0,4,3,1575000,7875
2585,19157,Tetuán,68.0,3,1,349000,5132
2586,19156,Tetuán,267.0,5,4,1100000,4120
2587,19155,Bellas Vistas,109.0,3,1,275000,2523
2588,19154,Ventilla-Almenara,138.0,3,3,470000,3406
2589,19153,Berruguete,39.0,2,1,164000,4205
2590,19152,Cuatro Caminos,130.0,4,3,575000,4423
2591,19151,Cuatro Caminos,257.0,3,4,1475000,5739
2592,19150,Bellas Vistas,58.0,2,1,170000,2931
2594,19148,Tetuán,58.0,1,1,265055,4570
2595,19147,Berruguete,77.0,2,1,170000,2208
2596,19146,Tetuán,210.0,5,3,800000,3810
2597,19145,Tetuán,82.0,3,1,324900,3962
2598,19144,Cuatro Caminos,149.0,4,2,589200,3954
2599,19143,Tetuán,95.0,3,3,380000,4000
2600,19142,Cuatro Caminos,62.0,2,1,225000,3629
2601,19141,Tetuán,159.0,5,2,560000,3522
2602,19140,Ventilla-Almenara,85.0,3,2,325000,3824
2603,19139,Tetuán,133.0,3,2,669000,5030
2604,19138,Tetuán,98.0,3,2,359500,3668
2605,19137,Tetuán,54.0,1,1,169000,3130
2606,19136,Tetuán,172.0,2,2,675000,3924
2607,19135,Tetuán,134.0,3,2,799000,5963
2608,19134,Tetuán,301.0,5,4,1290000,4286
2609,19133,Tetuán,166.0,3,3,775000,4669
2610,19132,Tetuán,108.0,2,2,498000,4611
2611,19131,Valdeacederas,105.0,3,1,350000,3333
2612,19130,Cuzco-Castillejos,70.0,1,1,349000,4986
2613,19129,Cuatro Caminos,92.0,3,2,370000,4022
2614,19128,Ventilla-Almenara,119.0,3,2,525000,4412
2615,19127,Berruguete,46.0,1,1,175000,3804
2616,19126,Bellas Vistas,79.0,3,2,378000,4785
2617,19125,Valdeacederas,53.0,1,1,194000,3660
2618,19124,Valdeacederas,53.0,1,1,188000,3547
2619,19123,Valdeacederas,53.0,1,1,188000,3547
