,id,district,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area
12852,8890,Pueblo Nuevo,108.0,4,2,260000,2407
12853,8889,Concepción,116.0,3,2,412000,3552
12854,8888,Ciudad Lineal,85.0,2,2,360000,4235
12855,8887,Ventas,55.0,2,1,153000,2782
12856,8886,Costillares,96.0,2,2,453000,4719
12857,8885,Ventas,48.0,2,1,149000,3104
12858,8884,Ciudad Lineal,529.0,5,5,1895000,3582
12859,8883,Ventas,52.0,1,1,173000,3327
12861,8881,Ventas,51.0,2,1,123155,2415
12862,8880,Pueblo Nuevo,50.0,2,1,139500,2790
12863,8879,Ciudad Lineal,130.0,4,3,580000,4462
12864,8878,San Juan Bautista,238.0,5,4,1020000,4286
12865,8877,Ciudad Lineal,400.0,4,4,815000,2038
12866,8876,Ventas,77.0,3,1,154000,2000
12867,8875,Concepción,85.0,3,1,320000,3765
12868,8874,Quintana,50.0,2,1,180000,3600
12869,8873,Ventas,54.0,2,1,135000,2500
12870,8872,Costillares,212.0,4,3,750000,3538
12871,8871,Ventas,64.0,3,1,123003,1922
12872,8870,Ventas,52.0,2,1,139000,2673
12873,8869,Ventas,117.0,3,2,390000,3333
12874,8868,Costillares,89.0,4,2,169000,1899
12875,8867,Costillares,247.0,10,2,1800000,7287
12876,8866,Pueblo Nuevo,50.0,2,1,125900,2518
12877,8865,Pueblo Nuevo,108.0,4,2,259900,2406
12878,8864,Pueblo Nuevo,67.0,3,1,154000,2299
12879,8863,Pueblo Nuevo,74.0,3,1,265000,3581
12880,8862,Quintana,98.0,3,2,275000,2806
12881,8861,San Juan Bautista,145.0,3,3,590000,4069
12882,8860,San Pascual,187.0,3,3,1325000,7086
12883,8859,San Pascual,170.0,3,3,1309100,7701
12885,8857,Ventas,86.0,3,1,188000,2186
12886,8856,Ventas,85.0,2,1,145000,1706
12887,8855,Costillares,194.0,4,4,780000,4021
12888,8854,Pueblo Nuevo,93.0,2,1,275000,2957
12889,8853,Costillares,260.0,5,3,930000,3577
12890,8852,Ciudad Lineal,65.0,2,1,313000,4815
12891,8851,Ciudad Lineal,87.0,3,1,286000,3287
12892,8850,Concepción,72.0,2,1,250000,3472
12893,8849,San Juan Bautista,91.0,2,2,370000,4066
12894,8848,Costillares,163.0,4,3,730000,4479
12895,8847,Pueblo Nuevo,77.0,3,1,205000,2662
12896,8846,Concepción,72.0,2,1,215000,2986
12897,8845,Ventas,55.0,2,1,200000,3636
12898,8844,Ventas,93.0,3,1,198500,2134
12899,8843,Concepción,260.0,6,5,1275000,4904
12900,8842,Pueblo Nuevo,60.0,2,1,129000,2150
12901,8841,Pueblo Nuevo,71.0,2,1,140000,1972
12902,8840,Ciudad Lineal,50.0,1,1,158000,3160
12903,8839,Quintana,50.0,2,1,180000,3600
12904,8838,Pueblo Nuevo,74.0,3,1,145000,1959
12905,8837,Pueblo Nuevo,79.0,3,1,179000,2266
12906,8836,Ventas,50.0,1,1,158000,3160
12907,8835,Ventas,55.0,1,1,155000,2818
12908,8834,Quintana,83.0,3,1,229000,2759
12909,8833,Pueblo Nuevo,173.0,4,3,425000,2457
12910,8832,Ciudad Lineal,57.0,2,1,119900,2104
12911,8831,Pueblo Nuevo,62.0,3,1,169000,2726
12912,8830,Pueblo Nuevo,73.0,2,1,152000,2082
12913,8829,Ciudad Lineal,82.0,3,1,190000,2317
12914,8828,San Pascual,161.0,3,3,1272000,7901
12915,8827,Costillares,145.0,3,2,701304,4837
12916,8826,Pueblo Nuevo,116.0,4,2,576900,4973
12917,8825,San Juan Bautista,179.0,4,3,945000,5279
12918,8824,Pueblo Nuevo,60.0,1,1,132900,2215
12919,8823,San Pascual,145.0,4,2,540000,3724
12920,8822,Concepción,55.0,2,1,240000,4364
12921,8821,Atalaya,194.0,5,4,864748,4457
12922,8820,Atalaya,194.0,4,3,880248,4537
12923,8819,Atalaya,169.0,3,3,825000,4882
12924,8818,Atalaya,158.0,3,3,725654,4593
12925,8817,Ventas,74.0,3,1,198000,2676
12926,8816,San Juan Bautista,404.0,5,4,1295000,3205
12927,8815,Pueblo Nuevo,59.0,2,1,92000,1559
12928,8814,Atalaya,150.0,4,3,675000,4500
12929,8813,Pueblo Nuevo,113.0,3,2,360000,3186
12930,8812,Pueblo Nuevo,112.0,3,2,390000,3482
12931,8811,Ventas,70.0,3,1,235000,3357
12932,8810,San Juan Bautista,267.0,4,3,1115000,4176
12933,8809,Concepción,134.0,4,2,470400,3510
12934,8808,Pueblo Nuevo,54.0,3,1,146000,2704
12935,8807,Ciudad Lineal,120.0,3,2,465000,3875
12936,8806,Ventas,120.0,4,1,350000,2917
12937,8805,Colina,83.0,1,1,315000,3795
12938,8804,Costillares,173.0,4,2,650000,3757
12939,8803,Ciudad Lineal,61.0,2,1,180000,2951
12940,8802,Ciudad Lineal,158.0,4,2,630000,3987
12941,8801,Ciudad Lineal,84.0,2,1,360000,4286
12942,8800,Costillares,47.0,1,1,301700,6419
12943,8799,Costillares,292.0,6,3,1375000,4709
12944,8798,Ciudad Lineal,194.0,4,4,985000,5077
12945,8797,Ciudad Lineal,529.0,5,5,1890000,3573
12946,8796,Ciudad Lineal,326.0,5,5,1170000,3589
12947,8795,Ciudad Lineal,291.0,4,4,1150000,3952
12948,8794,Ciudad Lineal,177.0,3,3,595000,3362
12949,8793,Ciudad Lineal,514.0,5,5,1780000,3463
12950,8792,Pueblo Nuevo,79.0,3,1,175000,2215
12951,8791,Quintana,83.0,2,2,178790,2154
12952,8790,Ciudad Lineal,156.0,4,1,270000,1731
12953,8789,Ciudad Lineal,106.0,3,2,290000,2736
12954,8788,Concepción,80.0,4,1,295000,3688
12955,8787,Ciudad Lineal,76.0,2,2,430000,5658
12956,8786,Costillares,134.0,4,2,569000,4246
12957,8785,Colina,128.0,3,2,1060000,8281
12958,8784,San Pascual,148.0,3,3,696000,4703
12959,8783,Concepción,100.0,3,2,550000,5500
12960,8782,San Pascual,70.0,2,1,227000,3243
12961,8781,Ventas,178.0,4,3,568700,3195
12962,8780,Pueblo Nuevo,74.0,3,1,265000,3581
12963,8779,Concepción,247.0,4,4,950000,3846
12964,8778,San Pascual,144.0,4,2,540000,3750
12965,8777,San Pascual,240.0,5,4,1250000,5208
12966,8776,Costillares,220.0,3,3,875000,3977
12967,8775,Costillares,42.0,1,1,240000,5714
12968,8774,Colina,143.0,3,3,1140000,7972
12969,8773,Colina,345.0,5,4,1375000,3986
12970,8772,Pueblo Nuevo,62.0,3,1,149500,2411
12972,8770,San Juan Bautista,160.0,3,2,850000,5312
12973,8769,Pueblo Nuevo,81.0,2,1,237500,2932
12974,8768,Concepción,118.0,3,2,295000,2500
12975,8767,Costillares,152.0,2,2,650000,4276
12976,8766,San Juan Bautista,221.0,4,3,1050000,4751
12977,8765,Ventas,85.0,2,2,294260,3462
12978,8764,Ventas,83.0,2,2,281800,3395
12979,8763,Ventas,83.0,2,2,276800,3335
12980,8762,Ventas,82.0,2,2,270400,3298
12981,8761,Ventas,77.0,2,2,281360,3654
12982,8760,Ventas,83.0,2,2,308870,3721
12983,8759,Ventas,81.0,2,2,278350,3436
12984,8758,Ventas,83.0,2,2,286800,3455
12985,8757,Ventas,77.0,2,2,255770,3322
12986,8756,Ventas,85.0,2,2,299000,3518
12987,8755,Ventas,77.0,2,2,260040,3377
12988,8754,Ventas,77.0,2,2,264310,3433
12989,8753,Pueblo Nuevo,87.0,3,1,188200,2163
12990,8752,Concepción,184.0,3,2,525000,2853
12991,8751,Costillares,208.0,3,3,875000,4207
12992,8750,Pueblo Nuevo,73.0,3,1,146000,2000
12993,8749,Ciudad Lineal,40.0,1,1,66000,1650
12994,8748,Pueblo Nuevo,82.0,2,2,225000,2744
12995,8747,Quintana,138.0,3,2,429000,3109
12996,8746,Costillares,170.0,4,3,712000,4188
12997,8745,Pueblo Nuevo,75.0,3,1,205000,2733
12998,8744,Costillares,141.0,3,2,530000,3759
12999,8743,Quintana,75.0,2,1,230000,3067
13000,8742,Pueblo Nuevo,56.0,3,1,148000,2643
13001,8741,San Juan Bautista,75.0,2,1,257000,3427
13002,8740,Quintana,100.0,3,2,369000,3690
13003,8739,Pueblo Nuevo,99.0,2,2,358000,3616
13004,8738,Pueblo Nuevo,80.0,2,2,270000,3375
13005,8737,Pueblo Nuevo,85.0,2,2,288000,3388
13006,8736,Pueblo Nuevo,80.0,2,2,340000,4250
13007,8735,Pueblo Nuevo,85.0,2,2,283000,3329
13008,8734,Pueblo Nuevo,91.0,2,2,298000,3275
13009,8733,Pueblo Nuevo,105.0,3,2,338000,3219
13010,8732,Pueblo Nuevo,87.0,2,2,289000,3322
13011,8731,Pueblo Nuevo,105.0,3,2,330000,3143
13012,8730,Pueblo Nuevo,89.0,2,2,283000,3180
13013,8729,Pueblo Nuevo,85.0,2,2,268000,3153
13014,8728,Ciudad Lineal,79.0,3,1,239900,3037
13015,8727,Ventas,51.0,2,1,160000,3137
13016,8726,Costillares,292.0,6,3,1375000,4709
13017,8725,Quintana,65.0,1,1,118000,1815
13018,8724,Colina,48.0,1,1,300000,6250
13019,8723,Quintana,170.0,4,2,320000,1882
13020,8722,Ventas,56.0,2,1,139900,2498
13021,8721,Concepción,68.0,2,2,115000,1691
13022,8720,Quintana,65.0,1,1,326625,5025
13023,8719,Quintana,65.0,1,1,343766,5289
13024,8718,Costillares,145.0,3,3,530000,3655
13025,8717,Costillares,127.0,3,2,489000,3850
13026,8716,Costillares,145.0,4,3,615000,4241
13027,8715,Pueblo Nuevo,91.0,3,2,295000,3242
13028,8714,Ventas,73.0,4,1,188000,2575
13029,8713,Pueblo Nuevo,138.0,4,2,523127,3791
13030,8712,Pueblo Nuevo,70.0,3,1,145000,2071
13031,8711,San Pascual,90.0,3,1,248000,2756
13032,8710,San Pascual,105.0,3,2,370000,3524
13034,8708,San Juan Bautista,251.0,2,2,465000,1853
13035,8707,Pueblo Nuevo,85.0,2,1,270000,3176
13036,8706,Concepción,133.0,4,2,470000,3534
13037,8705,Costillares,155.0,3,2,650000,4194
13038,8704,San Pascual,410.0,5,4,1250000,3049
13039,8703,Pueblo Nuevo,149.0,3,2,630000,4228
13040,8702,Ventas,70.0,2,1,175000,2500
13041,8701,Pueblo Nuevo,72.0,4,1,150000,2083
13042,8700,Pueblo Nuevo,80.0,3,1,185000,2312
13043,8699,Pueblo Nuevo,70.0,3,1,179000,2557
13044,8698,San Pascual,85.0,3,1,250000,2941
13045,8697,Pueblo Nuevo,92.0,3,1,175000,1902
13046,8696,San Pascual,148.0,4,3,580000,3919
13047,8695,Pueblo Nuevo,118.0,3,2,219000,1856
13048,8694,Quintana,88.0,3,2,185000,2102
13049,8693,Pueblo Nuevo,109.0,4,2,265000,2431
13050,8692,San Pascual,57.0,2,1,169000,2965
13051,8691,Costillares,130.0,4,3,670000,5154
13052,8690,San Juan Bautista,254.0,5,4,1250000,4921
13053,8689,Ciudad Lineal,77.0,2,1,139000,1805
13054,8688,Ciudad Lineal,66.0,2,1,173000,2621
13055,8687,Ciudad Lineal,72.0,3,1,187000,2597
13056,8686,Pueblo Nuevo,78.0,3,1,180000,2308
13057,8685,Quintana,74.0,2,1,209500,2831
13058,8684,Ventas,76.0,3,1,205000,2697
13059,8683,Concepción,62.0,2,1,280000,4516
13060,8682,San Pascual,75.0,3,1,240000,3200
13061,8681,Ciudad Lineal,84.0,3,1,259000,3083
13062,8680,Ciudad Lineal,71.0,3,1,205000,2887
13063,8679,Ciudad Lineal,317.0,5,6,1445368,4560
13064,8678,Ciudad Lineal,50.0,2,1,170000,3400
13065,8677,Ciudad Lineal,400.0,5,4,1395000,3488
13066,8676,Ciudad Lineal,200.0,4,2,900000,4500
13067,8675,Pueblo Nuevo,70.0,2,3,218000,3114
13068,8674,Pueblo Nuevo,72.0,2,1,220000,3056
13069,8673,Pueblo Nuevo,45.0,2,1,135000,3000
13070,8672,Ventas,67.0,2,1,179000,2672
13071,8671,Ciudad Lineal,78.0,2,1,154000,1974
13072,8670,San Pascual,250.0,5,4,950000,3800
13073,8669,Ciudad Lineal,400.0,4,4,875000,2188
13074,8668,Ciudad Lineal,181.0,5,3,597000,3298
13075,8667,Ciudad Lineal,142.0,4,2,700000,4930
13076,8666,Costillares,64.0,1,1,269500,4211
13077,8665,Ciudad Lineal,80.0,3,2,226000,2825
13078,8664,Quintana,65.0,2,1,257750,3965
13079,8663,San Juan Bautista,110.0,1,1,215000,1955
13080,8662,Ventas,58.0,2,1,165000,2845
13081,8661,Pueblo Nuevo,60.0,2,1,149900,2498
13082,8660,Colina,154.0,3,2,535000,3474
13083,8659,Colina,102.0,3,2,435000,4265
13084,8658,Pueblo Nuevo,70.0,2,2,218000,3114
13085,8657,Colina,154.0,4,2,489000,3175
13086,8656,Ventas,81.0,4,1,169000,2086
13087,8655,Quintana,47.0,2,1,145000,3085
13088,8654,Ventas,77.0,2,2,349000,4532
13089,8653,Concepción,123.0,4,1,305000,2480
13090,8652,Ventas,111.0,4,2,320000,2883
13091,8651,Quintana,185.0,3,1,390000,2108
13092,8650,Ciudad Lineal,163.0,3,2,695000,4264
13093,8649,Ciudad Lineal,134.0,4,2,470000,3507
13094,8648,Costillares,138.0,4,2,598000,4333
13095,8647,Pueblo Nuevo,90.0,3,2,330000,3667
13096,8646,Concepción,70.0,2,1,210000,3000
13097,8645,Ciudad Lineal,170.0,4,3,712000,4188
13098,8644,Ventas,84.0,3,2,220000,2619
13099,8643,Ciudad Lineal,195.0,3,4,720000,3692
13100,8642,Ciudad Lineal,70.0,3,1,154000,2200
13101,8641,Ciudad Lineal,46.0,1,1,301700,6559
13102,8640,Ciudad Lineal,139.0,3,3,890000,6403
13103,8639,Ciudad Lineal,212.0,5,4,849000,4005
13104,8638,Ciudad Lineal,174.0,5,3,630000,3621
13105,8637,Pueblo Nuevo,54.0,3,1,146000,2704
13106,8636,Pueblo Nuevo,68.0,3,1,155000,2279
13107,8635,Pueblo Nuevo,90.0,3,2,250000,2778
13108,8634,Pueblo Nuevo,100.0,3,2,378000,3780
13109,8633,Concepción,82.0,2,1,275000,3354
13110,8632,Ventas,64.0,3,1,123003,1922
13111,8631,Quintana,106.0,1,2,429600,4053
13113,8629,San Juan Bautista,133.0,1,1,440000,3308
13114,8628,Ventas,115.0,3,2,255000,2217
13115,8627,Ciudad Lineal,75.0,2,1,176000,2347
13116,8626,Colina,61.0,1,1,250000,4098
13117,8625,Pueblo Nuevo,65.0,3,1,143000,2200
13118,8624,Ventas,89.0,3,1,238000,2674
13119,8623,Colina,91.0,2,2,370000,4066
13120,8622,Ciudad Lineal,88.0,2,2,230000,2614
13121,8621,Ciudad Lineal,98.0,2,2,271000,2765
13122,8620,Ciudad Lineal,172.0,4,2,429000,2494
13123,8619,Quintana,114.0,2,2,335000,2939
13124,8618,San Pascual,60.0,2,1,175000,2917
13126,8616,Concepción,95.0,4,2,240000,2526
13127,8615,Pueblo Nuevo,58.0,2,1,132000,2276
13128,8614,Ciudad Lineal,80.0,2,1,219000,2738
13129,8613,Colina,235.0,5,3,1090000,4638
13130,8612,Pueblo Nuevo,60.0,2,1,160000,2667
13131,8611,Concepción,81.0,3,1,320000,3951
13132,8610,San Pascual,95.0,3,1,229750,2418
13133,8609,Concepción,53.0,2,1,225000,4245
13134,8608,Pueblo Nuevo,90.0,3,1,260000,2889
13135,8607,Pueblo Nuevo,110.0,4,2,235000,2136
13136,8606,Concepción,87.0,2,1,260000,2989
13137,8605,Ventas,100.0,4,2,298000,2980
13138,8604,Costillares,47.0,1,1,301700,6419
13139,8603,Ventas,97.0,2,2,330000,3402
13140,8602,Costillares,152.0,4,3,650000,4276
13141,8601,San Juan Bautista,247.0,4,3,950000,3846
13142,8600,San Pascual,290.0,4,4,1099000,3790
13143,8599,Costillares,210.0,4,3,880000,4190
13144,8598,Pueblo Nuevo,90.0,3,2,245000,2722
13145,8597,Pueblo Nuevo,60.0,2,1,131000,2183
13146,8596,Pueblo Nuevo,65.0,2,1,131000,2015
13147,8595,Ventas,60.0,1,1,218000,3633
13148,8594,Colina,323.0,4,3,815000,2523
13149,8593,Pueblo Nuevo,90.0,3,2,360000,4000
13150,8592,San Pascual,125.0,3,2,299000,2392
13151,8591,Costillares,119.0,2,2,535000,4496
13152,8590,Ventas,56.0,2,1,199000,3554
13153,8589,Costillares,210.0,4,3,840000,4000
13154,8588,Quintana,145.0,4,2,525000,3621
13155,8587,Ciudad Lineal,67.0,3,1,138900,2073
13156,8586,Ciudad Lineal,80.0,3,1,199000,2488
13157,8585,Ciudad Lineal,67.0,3,1,138900,2073
13158,8584,Ciudad Lineal,100.0,3,2,224000,2240
13159,8583,Concepción,62.0,2,1,245000,3952
13160,8582,Atalaya,51.0,1,1,307900,6037
13161,8581,Pueblo Nuevo,58.0,2,1,164000,2828
13162,8580,Quintana,47.0,2,1,126000,2681
13163,8579,Ciudad Lineal,63.0,1,1,254000,4032
13164,8578,Ciudad Lineal,177.0,3,2,650000,3672
13165,8577,Ventas,70.0,3,1,153000,2186
13166,8576,Ventas,71.0,3,1,157000,2211
13167,8575,Pueblo Nuevo,60.0,2,1,179900,2998
13168,8574,Ciudad Lineal,265.0,5,4,1050000,3962
13169,8573,Ciudad Lineal,90.0,3,2,250000,2778
13170,8572,Ciudad Lineal,118.0,2,3,420000,3559
13171,8571,Ciudad Lineal,65.0,3,1,175000,2692
13172,8570,Pueblo Nuevo,58.0,3,1,149000,2569
13173,8569,Ciudad Lineal,35.0,1,1,190000,5429
13174,8568,Quintana,148.0,5,2,190000,1284
13175,8567,Ciudad Lineal,70.0,3,1,197000,2814
13176,8566,Colina,79.0,2,2,265000,3354
13177,8565,Ciudad Lineal,70.0,3,2,198000,2829
13178,8564,Pueblo Nuevo,78.0,2,1,295000,3782
13179,8563,Pueblo Nuevo,68.0,3,1,149000,2191
13180,8562,Pueblo Nuevo,77.0,3,1,185000,2403
13181,8561,Ventas,65.0,3,1,153000,2354
13182,8560,Pueblo Nuevo,60.0,2,1,142500,2375
13183,8559,San Pascual,50.0,2,1,165000,3300
13184,8558,Quintana,55.0,1,1,260000,4727
13185,8557,Ventas,75.0,3,2,180000,2400
13186,8556,Ventas,44.0,2,1,125000,2841
13187,8555,Costillares,125.0,4,1,485000,3880
13188,8554,Ventas,65.0,3,1,153000,2354
13189,8553,Atalaya,255.0,4,3,1200000,4706
13190,8552,Ventas,63.0,3,1,220000,3492
13191,8551,Ventas,63.0,2,1,175000,2778
13192,8550,Ventas,59.0,2,1,134000,2271
13193,8549,Ventas,67.0,3,1,174900,2610
13194,8548,San Juan Bautista,110.0,4,2,349000,3173
13195,8547,San Pascual,55.0,2,1,299000,5436
13196,8546,Concepción,77.0,2,1,225000,2922
13197,8545,San Pascual,105.0,3,2,640000,6095
13198,8544,Ventas,67.0,1,1,199000,2970
13199,8543,Costillares,95.0,2,2,499000,5253
13200,8542,Pueblo Nuevo,90.0,2,2,425000,4722
13201,8541,Ventas,150.0,2,2,575000,3833
13202,8540,Colina,93.0,3,2,430000,4624
13203,8539,Pueblo Nuevo,78.0,3,2,240000,3077
13204,8538,Pueblo Nuevo,50.0,2,1,130000,2600
13205,8537,Concepción,123.0,4,1,305000,2480
13206,8536,Concepción,134.0,4,2,480000,3582
13207,8535,Pueblo Nuevo,109.0,4,2,269000,2468
13208,8534,Ventas,60.0,3,1,185000,3083
13209,8533,Ciudad Lineal,152.0,4,3,650000,4276
13211,8531,Costillares,81.0,2,1,291500,3599
13212,8530,Ciudad Lineal,80.0,2,2,265000,3312
13213,8529,Concepción,65.0,1,1,300000,4615
13214,8528,Concepción,74.0,2,1,183000,2473
13215,8527,San Pascual,130.0,4,2,565000,4346
13217,8525,Pueblo Nuevo,82.0,3,1,215000,2622
13218,8524,Concepción,70.0,2,1,199000,2843
13219,8523,Costillares,160.0,4,3,678000,4238
13220,8522,San Juan Bautista,80.0,2,2,360000,4500
13221,8521,San Juan Bautista,197.0,3,2,970000,4924
13222,8520,Pueblo Nuevo,69.0,2,1,270400,3919
13223,8519,Ciudad Lineal,180.0,4,3,499950,2778
13224,8518,Ciudad Lineal,143.0,4,2,748000,5231
13225,8517,Quintana,49.0,1,1,118000,2408
13227,8515,Colina,70.0,2,1,290000,4143
13228,8514,Pueblo Nuevo,32.0,1,1,110000,3438
13229,8513,Concepción,70.0,2,1,225000,3214
13230,8512,Pueblo Nuevo,65.0,2,2,190000,2923
13231,8511,Costillares,75.0,2,1,219000,2920
13232,8510,Ventas,40.0,1,1,175000,4375
13233,8509,San Pascual,103.0,2,1,259000,2515
13234,8508,Ventas,60.0,2,1,195000,3250
13235,8507,Costillares,54.0,1,1,275000,5093
13237,8505,San Pascual,65.0,2,1,250000,3846
13238,8504,Costillares,163.0,4,3,860000,5276
13239,8503,Pueblo Nuevo,200.0,4,2,630000,3150
13240,8502,San Pascual,57.0,2,1,160000,2807
13241,8501,Concepción,32.0,1,1,125000,3906
13242,8500,Pueblo Nuevo,60.0,1,1,153000,2550
13243,8499,Costillares,130.0,3,2,520000,4000
13244,8498,Ciudad Lineal,87.0,3,1,220000,2529
13245,8497,Quintana,92.0,2,1,360000,3913
13246,8496,Quintana,92.0,2,1,310000,3370
13247,8495,Quintana,92.0,3,1,300000,3261
13248,8494,Concepción,200.0,4,3,720000,3600
13249,8493,Ventas,63.0,3,1,170000,2698
13250,8492,Ventas,60.0,3,1,139900,2332
13251,8491,Ventas,58.0,3,1,126000,2172
13252,8490,Ventas,55.0,1,1,215000,3909
13253,8489,San Pascual,56.0,2,1,295000,5268
13255,8487,Pueblo Nuevo,30.0,1,1,135900,4530
13256,8486,Pueblo Nuevo,30.0,1,1,129900,4330
13257,8485,Pueblo Nuevo,30.0,1,1,134900,4497
13258,8484,Ventas,45.0,1,1,135000,3000
13259,8483,San Pascual,54.0,2,1,165000,3056
13260,8482,Ciudad Lineal,56.0,1,1,155000,2768
13261,8481,Ciudad Lineal,52.0,1,1,173000,3327
13262,8480,Ciudad Lineal,95.0,2,2,390000,4105
13263,8479,Ciudad Lineal,400.0,6,5,1435000,3588
13264,8478,Pueblo Nuevo,51.0,2,1,105000,2059
13265,8477,Ciudad Lineal,60.0,2,1,164000,2733
13267,8475,Quintana,60.0,2,1,185000,3083
13268,8474,Concepción,100.0,3,2,425000,4250
13269,8473,Quintana,80.0,3,1,255000,3188
13270,8472,San Pascual,102.0,3,2,285000,2794
13271,8471,San Pascual,75.0,2,1,230000,3067
13272,8470,San Juan Bautista,250.0,3,2,980000,3920
13273,8469,San Pascual,50.0,2,1,165000,3300
13274,8468,Pueblo Nuevo,90.0,3,2,330000,3667
13275,8467,Pueblo Nuevo,80.0,3,1,186000,2325
13276,8466,Quintana,47.0,2,1,140000,2979
13277,8465,Pueblo Nuevo,60.0,2,1,160000,2667
13278,8464,Quintana,60.0,3,1,180000,3000
13279,8463,Atalaya,42.0,1,1,285000,6786
13280,8462,San Juan Bautista,108.0,3,2,475000,4398
13282,8460,Concepción,58.0,3,1,155000,2672
13283,8459,Quintana,90.0,3,1,270000,3000
13284,8458,Pueblo Nuevo,50.0,1,1,175000,3500
13285,8457,Colina,133.0,3,2,770000,5789
13286,8456,Ventas,64.0,2,1,204000,3188
13288,8454,Pueblo Nuevo,70.0,3,1,155000,2214
13289,8453,Costillares,80.0,3,1,180000,2250
13290,8452,Ventas,70.0,2,1,175000,2500
13291,8451,Pueblo Nuevo,72.0,3,1,175000,2431
13292,8450,Colina,69.0,2,1,290000,4203
13293,8449,Costillares,74.0,3,1,207500,2804
13294,8448,Pueblo Nuevo,70.0,2,1,230000,3286
13295,8447,Costillares,76.0,3,1,180000,2368
13296,8446,Pueblo Nuevo,100.0,3,1,270000,2700
13297,8445,Quintana,75.0,3,1,229500,3060
13298,8444,Quintana,70.0,2,1,180000,2571
13299,8443,Costillares,110.0,3,2,600000,5455
13300,8442,San Juan Bautista,79.0,2,1,340000,4304
13301,8441,Ciudad Lineal,306.0,5,4,1150000,3758
13302,8440,Ciudad Lineal,65.0,3,1,144000,2215
13303,8439,Concepción,93.0,2,2,340000,3656
13304,8438,Pueblo Nuevo,106.0,3,2,310000,2925
13305,8437,Colina,54.0,1,1,200000,3704
13306,8436,Pueblo Nuevo,90.0,2,2,260000,2889
13307,8435,Quintana,62.0,2,1,167000,2694
13308,8434,San Pascual,64.0,2,1,215000,3359
13309,8433,Pueblo Nuevo,95.0,3,2,160000,1684
13310,8432,Ventas,79.0,3,1,285000,3608
13311,8431,Ventas,74.0,4,1,145000,1959
13312,8430,Ciudad Lineal,148.0,3,3,590000,3986
13314,8428,Quintana,64.0,1,1,251000,3922
13315,8427,Ciudad Lineal,53.0,1,1,190000,3585
13316,8426,Costillares,55.0,1,1,265000,4818
13317,8425,Ciudad Lineal,60.0,2,1,165000,2750
13318,8424,Costillares,188.0,4,2,690000,3670
13319,8423,Ciudad Lineal,148.0,4,2,630000,4257
13320,8422,Quintana,80.0,2,1,180000,2250
13321,8421,Ciudad Lineal,90.0,2,1,310000,3444
13322,8420,Ventas,65.0,3,1,170000,2615
13323,8419,Ventas,58.0,3,1,139000,2397
13324,8418,Costillares,135.0,3,2,485000,3593
13325,8417,Pueblo Nuevo,99.0,3,2,300000,3030
13327,8415,Pueblo Nuevo,68.0,3,1,155000,2279
13328,8414,Pueblo Nuevo,74.0,2,1,195000,2635
13329,8413,Pueblo Nuevo,68.0,3,1,189000,2779
13330,8412,Ventas,51.0,2,1,149000,2922
13331,8411,Colina,45.0,1,1,305000,6778
13332,8410,Colina,122.0,4,2,549000,4500
13333,8409,Pueblo Nuevo,70.0,2,1,160000,2286
13334,8408,Pueblo Nuevo,88.0,3,1,222500,2528
13335,8407,Quintana,70.0,2,1,176000,2514
13337,8405,Pueblo Nuevo,78.0,3,1,270000,3462
13338,8404,Pueblo Nuevo,60.0,2,1,164000,2733
13339,8403,San Juan Bautista,163.0,3,3,700000,4294
13341,8401,Concepción,67.0,2,1,186100,2778
13342,8400,San Juan Bautista,148.0,3,2,850000,5743
13343,8399,Ciudad Lineal,60.0,1,1,195000,3250
13344,8398,Ciudad Lineal,68.0,3,1,150000,2206
13345,8397,Ciudad Lineal,51.0,2,1,115000,2255
13346,8396,Concepción,69.0,3,1,213000,3087
13347,8395,Concepción,134.0,4,2,490000,3657
13348,8394,Ciudad Lineal,115.0,3,2,320000,2783
13349,8393,San Pascual,60.0,3,1,195000,3250
13350,8392,San Pascual,130.0,4,2,460000,3538
13351,8391,Ventas,60.0,1,1,211000,3517
13352,8390,Ciudad Lineal,112.0,3,2,285000,2545
13353,8389,Ventas,76.0,3,1,205000,2697
13354,8388,San Pascual,34.0,1,1,115000,3382
13355,8387,Colina,62.0,1,1,280000,4516
13356,8386,Pueblo Nuevo,79.0,3,1,175000,2215
13357,8385,Ventas,79.0,2,2,250000,3165
13358,8384,San Pascual,100.0,3,1,550000,5500
13359,8383,San Pascual,91.0,3,2,351000,3857
13360,8382,Ventas,78.0,1,1,230000,2949
13362,8380,Atalaya,158.0,3,2,595000,3766
13363,8379,Ventas,97.0,2,2,299000,3082
13364,8378,Ciudad Lineal,125.0,3,2,630000,5040
13365,8377,San Juan Bautista,94.0,3,2,255000,2713
13366,8376,Costillares,158.0,4,3,800000,5063
13367,8375,San Pascual,60.0,2,1,200000,3333
13368,8374,Concepción,80.0,2,1,307000,3838
13369,8373,San Juan Bautista,130.0,2,1,1000000,7692
13370,8372,San Juan Bautista,160.0,4,3,580000,3625
13371,8371,Pueblo Nuevo,138.0,4,2,300000,2174
13372,8370,Concepción,175.0,4,3,450000,2571
13373,8369,Ventas,112.0,3,1,257000,2295
13374,8368,Ciudad Lineal,200.0,5,4,799000,3995
13375,8367,Quintana,52.0,2,1,179000,3442
13376,8366,San Pascual,34.0,1,1,115000,3382
